#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 6 (Sou Matome N2) — Japanese vocabulary: Kanji/Vocabulary/Reading words
<div class="front-main">数値</div><div class="front-example-sentence-1">検査の数値が正常だった。</div>	<div class="back-main-reading">すうち</div><div class="back-main-english">A numerical value</div><div class="back-example-sentence-1-reading">けんさのすうちがせいじょうだった。</div><div class="back-example-sentence-1-english">The test values were normal.</div>	kanji::w6 kanji::w6d1 jlpt::n2
<div class="front-main">値</div><div class="front-example-sentence-1">この土地は値が上がっている。</div>	<div class="back-main-reading">ね</div><div class="back-main-english">Value/price</div><div class="back-example-sentence-1-reading">このとちはねがあがっている。</div><div class="back-example-sentence-1-english">The price of this land is rising.</div>	kanji::w6 kanji::w6d1 jlpt::n2
<div class="front-main">募集</div><div class="front-example-sentence-1">新入社員を募集している。</div>	<div class="back-main-reading">ぼしゅう</div><div class="back-main-english">Recruitment</div><div class="back-example-sentence-1-reading">しんにゅうしゃいんをぼしゅうしている。</div><div class="back-example-sentence-1-english">We are recruiting new employees.</div>	kanji::w6 kanji::w6d1 jlpt::n2
<div class="front-main">募金</div><div class="front-example-sentence-1">災害のための募金に協力した。</div>	<div class="back-main-reading">ぼきん</div><div class="back-main-english">Fund-raising (money)</div><div class="back-example-sentence-1-reading">さいがいのためのぼきんにきょうりょくした。</div><div class="back-example-sentence-1-english">I contributed to fundraising for the disaster relief.</div>	kanji::w6 kanji::w6d1 jlpt::n2
<div class="front-main">応募</div><div class="front-example-sentence-1">コンテストに応募した。</div>	<div class="back-main-reading">おうぼ</div><div class="back-main-english">An application</div><div class="back-example-sentence-1-reading">コンテストにおうぼした。</div><div class="back-example-sentence-1-english">I applied for the contest.</div>	kanji::w6 kanji::w6d1 jlpt::n2
<div class="front-main">募る</div><div class="front-example-sentence-1">ボランティアを募っている。</div>	<div class="back-main-reading">つのる</div><div class="back-main-english">Collect/raise (money), recruit</div><div class="back-example-sentence-1-reading">ボランティアをつのっている。</div><div class="back-example-sentence-1-english">We are recruiting volunteers.</div>	kanji::w6 kanji::w6d1 jlpt::n2
<div class="front-main">無料</div><div class="front-example-sentence-1">この駐車場は無料だ。</div>	<div class="back-main-reading">むりょう</div><div class="back-main-english">No charge</div><div class="back-example-sentence-1-reading">このちゅうしゃじょうはむりょうだ。</div><div class="back-example-sentence-1-english">This parking lot is free.</div>	kanji::w6 kanji::w6d1 jlpt::n2
<div class="front-main">無事</div><div class="front-example-sentence-1">全員が無事に帰ってきた。</div>	<div class="back-main-reading">ぶじ</div><div class="back-main-english">Unharmed/safe</div><div class="back-example-sentence-1-reading">ぜんいんがぶじにかえってきた。</div><div class="back-example-sentence-1-english">Everyone returned safely.</div>	kanji::w6 kanji::w6d1 jlpt::n2
<div class="front-main">有無</div><div class="front-example-sentence-1">経験の有無は問いません。</div>	<div class="back-main-reading">うむ</div><div class="back-main-english">Existence or nonexistence</div><div class="back-example-sentence-1-reading">けいけんのうむはといません。</div><div class="back-example-sentence-1-english">It doesn't matter whether you have experience or not.</div>	kanji::w6 kanji::w6d1 jlpt::n2
<div class="front-main">詰める</div><div class="front-example-sentence-1">スーツケースに服を詰めた。</div>	<div class="back-main-reading">つめる</div><div class="back-main-english">Stuff/cram/pack</div><div class="back-example-sentence-1-reading">スーツケースにふくをつめた。</div><div class="back-example-sentence-1-english">I packed clothes into the suitcase.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">箱詰め</div><div class="front-example-sentence-1">クッキーを箱詰めにして贈った。</div>	<div class="back-main-reading">はこづめ</div><div class="back-main-english">Food etc. in a box</div><div class="back-example-sentence-1-reading">クッキーをはこづめにしておくった。</div><div class="back-example-sentence-1-english">I boxed up cookies and gave them as a gift.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">缶詰</div><div class="front-example-sentence-1">非常用に缶詰を買っておいた。</div>	<div class="back-main-reading">かんづめ</div><div class="back-main-english">Food etc. in a can</div><div class="back-example-sentence-1-reading">ひじょうようにかんづめをかっておいた。</div><div class="back-example-sentence-1-english">I bought canned food for emergencies.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">麦畑</div><div class="front-example-sentence-1">麦畑が黄色く色づいている。</div>	<div class="back-main-reading">むぎばたけ</div><div class="back-main-english">A wheat field</div><div class="back-example-sentence-1-reading">むぎばたけがきいろくいろづいている。</div><div class="back-example-sentence-1-english">The wheat field has turned golden yellow.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">純粋</div><div class="front-example-sentence-1">彼は純粋な気持ちで謝った。</div>	<div class="back-main-reading">じゅんすいな</div><div class="back-main-english">Pure</div><div class="back-example-sentence-1-reading">かれはじゅんすいなきもちであやまった。</div><div class="back-example-sentence-1-english">He apologized with a pure heart.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">純情</div><div class="front-example-sentence-1">彼女は純情な少女だった。</div>	<div class="back-main-reading">じゅんじょうな</div><div class="back-main-english">Naive/a pure heart</div><div class="back-example-sentence-1-reading">かのじょはじゅんじょうなしょうじょだった。</div><div class="back-example-sentence-1-english">She was a naive, pure-hearted girl.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">単純</div><div class="front-example-sentence-1">この問題は単純ではない。</div>	<div class="back-main-reading">たんじゅんな</div><div class="back-main-english">Simple/simple-minded</div><div class="back-example-sentence-1-reading">このもんだいはたんじゅんではない。</div><div class="back-example-sentence-1-english">This problem isn't simple.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">純米酢</div><div class="front-example-sentence-1">料理に純米酢を使う。</div>	<div class="back-main-reading">じゅんまいす</div><div class="back-main-english">Pure rice vinegar</div><div class="back-example-sentence-1-reading">りょうりにじゅんまいすをつかう。</div><div class="back-example-sentence-1-english">I use pure rice vinegar in cooking.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">雑草</div><div class="front-example-sentence-1">庭の雑草を抜いた。</div>	<div class="back-main-reading">ざっそう</div><div class="back-main-english">Weed</div><div class="back-example-sentence-1-reading">にわのざっそうをぬいた。</div><div class="back-example-sentence-1-english">I pulled the weeds in the garden.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">除草</div><div class="front-example-sentence-1">毎週末、除草作業をする。</div>	<div class="back-main-reading">じょそう</div><div class="back-main-english">Weeding</div><div class="back-example-sentence-1-reading">まいしゅうまつ、じょそうさぎょうをする。</div><div class="back-example-sentence-1-english">I do weeding work every weekend.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">草</div><div class="front-example-sentence-1">牛が草を食べている。</div>	<div class="back-main-reading">くさ</div><div class="back-main-english">Grass</div><div class="back-example-sentence-1-reading">うしがくさをたべている。</div><div class="back-example-sentence-1-english">Cows are eating grass.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">草花</div><div class="front-example-sentence-1">庭に草花を植えた。</div>	<div class="back-main-reading">くさばな</div><div class="back-main-english">A flowering plant</div><div class="back-example-sentence-1-reading">にわにくさばなをうえた。</div><div class="back-example-sentence-1-english">I planted flowering plants in the garden.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">食塩</div><div class="front-example-sentence-1">食塩の取りすぎに注意する。</div>	<div class="back-main-reading">しょくえん</div><div class="back-main-english">Table salt</div><div class="back-example-sentence-1-reading">しょくえんのとりすぎにちゅういする。</div><div class="back-example-sentence-1-english">I'm careful not to consume too much table salt.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">塩</div><div class="front-example-sentence-1">スープに塩を入れた。</div>	<div class="back-main-reading">しお</div><div class="back-main-english">Salt</div><div class="back-example-sentence-1-reading">スープにしおをいれた。</div><div class="back-example-sentence-1-english">I added salt to the soup.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">固定</div><div class="front-example-sentence-1">棚を壁に固定した。</div>	<div class="back-main-reading">こてい</div><div class="back-main-english">Stability/fixation</div><div class="back-example-sentence-1-reading">たなをかべにこていした。</div><div class="back-example-sentence-1-english">I fixed the shelf to the wall.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">固形</div><div class="front-example-sentence-1">固形の燃料を使う。</div>	<div class="back-main-reading">こけい</div><div class="back-main-english">Solid (form)</div><div class="back-example-sentence-1-reading">こけいのねんりょうをつかう。</div><div class="back-example-sentence-1-english">I use solid fuel.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">固体</div><div class="front-example-sentence-1">氷は水の固体の状態だ。</div>	<div class="back-main-reading">こたい</div><div class="back-main-english">Solid (body)</div><div class="back-example-sentence-1-reading">こおりはみずのこたいのじょうたいだ。</div><div class="back-example-sentence-1-english">Ice is the solid state of water.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">固い</div><div class="front-example-sentence-1">このパンは固い。</div>	<div class="back-main-reading">かたい</div><div class="back-main-english">Hard</div><div class="back-example-sentence-1-reading">このパンはかたい。</div><div class="back-example-sentence-1-english">This bread is hard.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">固まる</div><div class="front-example-sentence-1">セメントが固まった。</div>	<div class="back-main-reading">かたまる</div><div class="back-main-english">Harden</div><div class="back-example-sentence-1-reading">セメントがかたまった。</div><div class="back-example-sentence-1-english">The cement hardened.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">実演</div><div class="front-example-sentence-1">店員が使い方を実演した。</div>	<div class="back-main-reading">じつえん</div><div class="back-main-english">A demonstration</div><div class="back-example-sentence-1-reading">てんいんがつかいかたをじつえんした。</div><div class="back-example-sentence-1-english">The clerk demonstrated how to use it.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">演習</div><div class="front-example-sentence-1">消防の演習に参加した。</div>	<div class="back-main-reading">えんしゅう</div><div class="back-main-english">Exercises/maneuvers</div><div class="back-example-sentence-1-reading">しょうぼうのえんしゅうにさんかした。</div><div class="back-example-sentence-1-english">I participated in a fire drill.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">演技</div><div class="front-example-sentence-1">彼女の演技は素晴らしかった。</div>	<div class="back-main-reading">えんぎ</div><div class="back-main-english">Acting/performance</div><div class="back-example-sentence-1-reading">かのじょのえんぎはすばらしかった。</div><div class="back-example-sentence-1-english">Her acting was wonderful.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">演説</div><div class="front-example-sentence-1">候補者が駅前で演説した。</div>	<div class="back-main-reading">えんぜつ</div><div class="back-main-english">A speech/oration</div><div class="back-example-sentence-1-reading">こうほしゃがえきまえでえんぜつした。</div><div class="back-example-sentence-1-english">The candidate gave a speech in front of the station.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">菓子</div><div class="front-example-sentence-1">子どもにお菓子をあげた。</div>	<div class="back-main-reading">かし</div><div class="back-main-english">Sweets/point</div><div class="back-example-sentence-1-reading">こどもにおかしをあげた。</div><div class="back-example-sentence-1-english">I gave sweets to the child.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">和菓子</div><div class="front-example-sentence-1">お茶と一緒に和菓子を食べた。</div>	<div class="back-main-reading">わがし</div><div class="back-main-english">Japanese sweets</div><div class="back-example-sentence-1-reading">おちゃといっしょにわがしをたべた。</div><div class="back-example-sentence-1-english">I ate Japanese sweets with tea.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">洋菓子</div><div class="front-example-sentence-1">洋菓子店でケーキを買った。</div>	<div class="back-main-reading">ようがし</div><div class="back-main-english">Western sweets</div><div class="back-example-sentence-1-reading">ようがしてんでケーキをかった。</div><div class="back-example-sentence-1-english">I bought a cake at a Western-style confectionery.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">贈り物</div><div class="front-example-sentence-1">友人に贈り物をした。</div>	<div class="back-main-reading">おくりもの</div><div class="back-main-english">A gift</div><div class="back-example-sentence-1-reading">ゆうじんにおくりものをした。</div><div class="back-example-sentence-1-english">I gave a gift to my friend.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">贈る</div><div class="front-example-sentence-1">卒業生に花束を贈った。</div>	<div class="back-main-reading">おくる</div><div class="back-main-english">Present/give</div><div class="back-example-sentence-1-reading">そつぎょうせいにはなたばをおくった。</div><div class="back-example-sentence-1-english">I presented a bouquet to the graduate.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">帰省</div><div class="front-example-sentence-1">お盆に帰省する予定だ。</div>	<div class="back-main-reading">きせい</div><div class="back-main-english">Homecoming</div><div class="back-example-sentence-1-reading">おぼんにきせいするよていだ。</div><div class="back-example-sentence-1-english">I plan to go back to my hometown for Obon.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">省く</div><div class="front-example-sentence-1">説明を省いて要点だけ話した。</div>	<div class="back-main-reading">はぶく</div><div class="back-main-english">Delete/omit</div><div class="back-example-sentence-1-reading">せつめいをはぶいてようてんだけはなした。</div><div class="back-example-sentence-1-english">I omitted the explanation and just spoke the main points.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">反省</div><div class="front-example-sentence-1">自分の行動を反省した。</div>	<div class="back-main-reading">はんせい</div><div class="back-main-english">Self-examination</div><div class="back-example-sentence-1-reading">じぶんのこうどうをはんせいした。</div><div class="back-example-sentence-1-english">I reflected on my own behavior.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">省エネ</div><div class="front-example-sentence-1">省エネのため電気を消した。</div>	<div class="back-main-reading">しょうえね</div><div class="back-main-english">Energy saving</div><div class="back-example-sentence-1-reading">しょうえねのためでんきをけした。</div><div class="back-example-sentence-1-english">I turned off the lights to save energy.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">省略</div><div class="front-example-sentence-1">詳しい説明は省略します。</div>	<div class="back-main-reading">しょうりゃく</div><div class="back-main-english">An abbreviation/omission</div><div class="back-example-sentence-1-reading">くわしいせつめいはしょうりゃくします。</div><div class="back-example-sentence-1-english">I will omit the detailed explanation.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">了承</div><div class="front-example-sentence-1">計画の変更を了承した。</div>	<div class="back-main-reading">りょうしょう</div><div class="back-main-english">Consent/approval</div><div class="back-example-sentence-1-reading">けいかくのへんこうをりょうしょうした。</div><div class="back-example-sentence-1-english">I agreed to the change of plan.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">承知</div><div class="front-example-sentence-1">その件については承知しております。</div>	<div class="back-main-reading">しょうち</div><div class="back-main-english">Knowledge/consent</div><div class="back-example-sentence-1-reading">そのけんについてはしょうちしております。</div><div class="back-example-sentence-1-english">I am aware of that matter.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">承認</div><div class="front-example-sentence-1">新しい規則が承認された。</div>	<div class="back-main-reading">しょうにん</div><div class="back-main-english">Approval/confirmation</div><div class="back-example-sentence-1-reading">あたらしいきそくがしょうにんされた。</div><div class="back-example-sentence-1-english">The new rule was approved.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">展覧会</div><div class="front-example-sentence-1">絵画の展覧会を見に行った。</div>	<div class="back-main-reading">てんらんかい</div><div class="back-main-english">An exhibition</div><div class="back-example-sentence-1-reading">かいがのてんらんかいをみにいった。</div><div class="back-example-sentence-1-english">I went to see a painting exhibition.</div>	kanji::w6 kanji::w6d2 jlpt::n2
<div class="front-main">発展</div><div class="front-example-sentence-1">この町は急速に発展した。</div>	<div class="back-main-reading">はってん</div><div class="back-main-english">Development</div><div class="back-example-sentence-1-reading">このまちはきゅうそくにはってんした。</div><div class="back-example-sentence-1-english">This town developed rapidly.</div>	kanji::w6 kanji::w6d2 jlpt::n2
