#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 7 (Sou Matome N2) — Japanese grammar and usage: Grammar patterns
<div class="front-main">〜にしろ〜にしろ／〜にせよ〜にせよ</div><div class="front-example-sentence-1">受験はしないにしろ、勉強はしなさい。</div>	<div class="back-main-reading">〜にしろ〜にしろ／〜にせよ〜にせよ</div><div class="back-main-english-explanation">Whether X or Y; even if X or Y, the outcome is the same</div><div class="back-example-sentence-1-reading">じゅけんはしないにしろ、べんきょうはしなさい。</div><div class="back-example-sentence-1-english">Study regardless of whether you take the entrance examinations.</div>	grammar::w7 grammar::w7d2 jlpt::n2 type::grammar
<div class="front-main">〜も〜ば〜も</div><div class="front-example-sentence-1">彼は勉強もできればスポーツもできる。</div>	<div class="back-main-reading">〜も〜ば〜も</div><div class="back-main-english-explanation">Emphasizing that both X and Y share a quality</div><div class="back-example-sentence-1-reading">かれはべんきょうもできればスポーツもできる。</div><div class="back-example-sentence-1-english">He is outstanding, academically and in sports.</div>	grammar::w7 grammar::w7d2 jlpt::n2 type::grammar
<div class="front-main">〜も〜ば〜も</div><div class="front-example-sentence-1">私は歌も下手ならダンスも下手だ。</div>	<div class="back-main-reading">〜も〜ば〜も</div><div class="back-main-english-explanation">Emphasizing that both X and Y share a quality</div><div class="back-example-sentence-1-reading">わたしはうたもへたならダンスもへただ。</div><div class="back-example-sentence-1-english">I am bad at singing and at dancing.</div>	grammar::w7 grammar::w7d2 jlpt::n2 type::grammar
<div class="front-main">〜ものだ</div><div class="front-example-sentence-1">薬は苦いものだ。</div>	<div class="back-main-reading">〜ものだ</div><div class="back-main-english-explanation">States a general truth/trend, or expresses a wish</div><div class="back-example-sentence-1-reading">くすりはにがいものだ。</div><div class="back-example-sentence-1-english">Medicine is meant to be bitter.</div>	grammar::w7 grammar::w7d3 jlpt::n2 type::grammar
<div class="front-main">〜ものだ</div><div class="front-example-sentence-1">あなたの国へ行ってみたいものだ。</div>	<div class="back-main-reading">〜ものだ</div><div class="back-main-english-explanation">States a general truth/trend, or expresses a wish</div><div class="back-example-sentence-1-reading">あなたのくにへいってみたいものだ。</div><div class="back-example-sentence-1-english">I wish I could go to your country.</div>	grammar::w7 grammar::w7d3 jlpt::n2 type::grammar
<div class="front-main">〜ものだ</div><div class="front-example-sentence-1">娘には私と同じ仕事はしてほしくないものだ。</div>	<div class="back-main-reading">〜ものだ</div><div class="back-main-english-explanation">States a general truth/trend, or expresses a wish</div><div class="back-example-sentence-1-reading">むすめにはわたしとおなじしごとはしてほしくないものだ。</div><div class="back-example-sentence-1-english">I do not want my daughter doing the same work as mine.</div>	grammar::w7 grammar::w7d3 jlpt::n2 type::grammar
<div class="front-main">〜するものではない</div><div class="front-example-sentence-1">目上の人にそんな言い方をするものではない。</div>	<div class="back-main-reading">〜するものではない</div><div class="back-main-english-explanation">Giving advice about what one shouldn't do</div><div class="back-example-sentence-1-reading">めうえのひとにそんないいかたをするものではない。</div><div class="back-example-sentence-1-english">You shouldn't speak like that to someone superior.</div>	grammar::w7 grammar::w7d3 jlpt::n2 type::grammar
<div class="front-main">〜するものではない</div><div class="front-example-sentence-1">口の中にものを入れたまましゃべるものではない。</div>	<div class="back-main-reading">〜するものではない</div><div class="back-main-english-explanation">Giving advice about what one shouldn't do</div><div class="back-example-sentence-1-reading">くちのなかにものをいれたまましゃべるものではない。</div><div class="back-example-sentence-1-english">You shouldn't speak with your mouth full.</div>	grammar::w7 grammar::w7d3 jlpt::n2 type::grammar
<div class="front-main">〜というものだ</div><div class="front-example-sentence-1">今日中にこれを全部終わらせるのは無理というものだ。</div>	<div class="back-main-reading">〜というものだ</div><div class="back-main-english-explanation">Asserting what something truly amounts to, often critically</div><div class="back-example-sentence-1-reading">きょうじゅうにこれをぜんぶおわらせるのはむりというものだ。</div><div class="back-example-sentence-1-english">It is impossible to finish this all today.</div>	grammar::w7 grammar::w7d3 jlpt::n2 type::grammar
<div class="front-main">〜というものだ</div><div class="front-example-sentence-1">夜中に電話をしてくるのは非常識というものだ。</div>	<div class="back-main-reading">〜というものだ</div><div class="back-main-english-explanation">Asserting what something truly amounts to, often critically</div><div class="back-example-sentence-1-reading">よなかにでんわをしてくるのはひじょうしきというものだ。</div><div class="back-example-sentence-1-english">It is unreasonable to call at midnight.</div>	grammar::w7 grammar::w7d3 jlpt::n2 type::grammar
<div class="front-main">〜ものか</div><div class="front-example-sentence-1">あんな店、二度と行くものか。</div>	<div class="back-main-reading">〜ものか</div><div class="back-main-english-explanation">A strong, emphatic denial or refusal</div><div class="back-example-sentence-1-reading">あんなみせ、にどといくものか。</div><div class="back-example-sentence-1-english">I would never go back to that terrible store again.</div>	grammar::w7 grammar::w7d3 jlpt::n2 type::grammar
<div class="front-main">〜ものか</div><div class="front-example-sentence-1">元気なもんか。くたくただよ。</div>	<div class="back-main-reading">〜ものか</div><div class="back-main-english-explanation">A strong, emphatic denial or refusal</div><div class="back-example-sentence-1-reading">げんきなもんか。くたくただよ。</div><div class="back-example-sentence-1-english">I don't feel good at all. I'm exhausted.</div>	grammar::w7 grammar::w7d3 jlpt::n2 type::grammar
<div class="front-main">〜ものか</div><div class="front-example-sentence-1">うれしいもんですか。困っているんです。</div>	<div class="back-main-reading">〜ものか</div><div class="back-main-english-explanation">A strong, emphatic denial or refusal</div><div class="back-example-sentence-1-reading">うれしいもんですか。こまっているんです。</div><div class="back-example-sentence-1-english">I'm not at all pleased. I am not in a good situation.</div>	grammar::w7 grammar::w7d3 jlpt::n2 type::grammar
<div class="front-main">〜を中心に(して)／〜を中心とした</div><div class="front-example-sentence-1">東京を中心に関東地方は台風の影響で風が強くなっています。</div>	<div class="back-main-reading">〜をちゅうしんに(して)／〜をちゅうしんとした</div><div class="back-main-english-explanation">Something is treated as the main focus or core</div><div class="back-example-sentence-1-reading">とうきょうをちゅうしんにかんとうちほうはたいふうのえいきょうでかぜがつよくなっています。</div><div class="back-example-sentence-1-english">In the Kanto Region, especially the Tokyo area, the winds are strong because of a typhoon.</div>	grammar::w7 grammar::w7d4 jlpt::n2 type::grammar
<div class="front-main">〜を中心に(して)／〜を中心とした</div><div class="front-example-sentence-1">この店はスキー用品を中心としたスポーツ専門店です。</div>	<div class="back-main-reading">〜をちゅうしんに(して)／〜をちゅうしんとした</div><div class="back-main-english-explanation">Something is treated as the main focus or core</div><div class="back-example-sentence-1-reading">このみせはスキーようひんをちゅうしんとしたスポーツせんもんてんです。</div><div class="back-example-sentence-1-english">This sports store sells mainly ski equipment.</div>	grammar::w7 grammar::w7d4 jlpt::n2 type::grammar
<div class="front-main">〜をこめて</div><div class="front-example-sentence-1">感謝の気持ちをこめて編んだマフラーです。</div>	<div class="back-main-reading">〜をこめて</div><div class="back-main-english-explanation">Doing something while investing a feeling or intention into it</div><div class="back-example-sentence-1-reading">かんしゃのきもちをこめてあんだマフラーです。</div><div class="back-example-sentence-1-english">This is a scarf that I wove as a sign of my gratitude.</div>	grammar::w7 grammar::w7d4 jlpt::n2 type::grammar
<div class="front-main">〜をこめて</div><div class="front-example-sentence-1">愛をこめてカードを贈る。</div>	<div class="back-main-reading">〜をこめて</div><div class="back-main-english-explanation">Doing something while investing a feeling or intention into it</div><div class="back-example-sentence-1-reading">あいをこめてカードをおくる。</div><div class="back-example-sentence-1-english">Send a card with love.</div>	grammar::w7 grammar::w7d4 jlpt::n2 type::grammar
<div class="front-main">〜を通じて／〜を通して</div><div class="front-example-sentence-1">友人を通じて彼と知り合った。</div>	<div class="back-main-reading">〜をつうじて／〜をとおして</div><div class="back-main-english-explanation">Doing or learning something via a means, person, or period of time</div><div class="back-example-sentence-1-reading">ゆうじんをつうじてかれとしりあった。</div><div class="back-example-sentence-1-english">I met him through a friend.</div>	grammar::w7 grammar::w7d4 jlpt::n2 type::grammar
<div class="front-main">〜を通じて／〜を通して</div><div class="front-example-sentence-1">テレビのニュースを通じてその事件を知った。</div>	<div class="back-main-reading">〜をつうじて／〜をとおして</div><div class="back-main-english-explanation">Doing or learning something via a means, person, or period of time</div><div class="back-example-sentence-1-reading">テレビのニュースをつうじてそのじけんをしった。</div><div class="back-example-sentence-1-english">I knew about the incident through the news on television.</div>	grammar::w7 grammar::w7d4 jlpt::n2 type::grammar
<div class="front-main">〜を通じて／〜を通して</div><div class="front-example-sentence-1">ここでは一年を通じて美しい花が見られます。</div>	<div class="back-main-reading">〜をつうじて／〜をとおして</div><div class="back-main-english-explanation">Doing or learning something via a means, person, or period of time</div><div class="back-example-sentence-1-reading">ここではいちねんをつうじてうつくしいはながみられます。</div><div class="back-example-sentence-1-english">You can see beautiful flowers all year round here.</div>	grammar::w7 grammar::w7d4 jlpt::n2 type::grammar
<div class="front-main">〜を頼りに(して)</div><div class="front-example-sentence-1">地図を頼りに、友達に教えてもらったレストランに行った。</div>	<div class="back-main-reading">〜をたよりに(して)</div><div class="back-main-english-explanation">Using something or someone as a means of support</div><div class="back-example-sentence-1-reading">ちずをたよりに、ともだちにおしえてもらったレストランにいった。</div><div class="back-example-sentence-1-english">I went to the restaurant that my friend recommended to me with the help of a map.</div>	grammar::w7 grammar::w7d4 jlpt::n2 type::grammar
<div class="front-main">〜を頼りに(して)</div><div class="front-example-sentence-1">祖父はつえを頼りにして歩いている。</div>	<div class="back-main-reading">〜をたよりに(して)</div><div class="back-main-english-explanation">Using something or someone as a means of support</div><div class="back-example-sentence-1-reading">そふはつえをたよりにしてあるいている。</div><div class="back-example-sentence-1-english">My grandfather walks with the help of a cane.</div>	grammar::w7 grammar::w7d4 jlpt::n2 type::grammar
<div class="front-main">〜恐れがある</div><div class="front-example-sentence-1">地震の際には、窓ガラスが割れたり壁が倒れたりする恐れがある。</div>	<div class="back-main-reading">〜おそれがある</div><div class="back-main-english-explanation">Expresses concern that a negative event may occur</div><div class="back-example-sentence-1-reading">じしんのさいには、まどガラスがわれたりかべがたおれたりするおそれがある。</div><div class="back-example-sentence-1-english">In an event of an earthquake, there is a risk that the windows will break or that the walls will collapse.</div>	grammar::w7 grammar::w7d5 jlpt::n2 type::grammar
<div class="front-main">〜恐れがある</div><div class="front-example-sentence-1">台風19号は今夜、四国に上陸の恐れがあります。</div>	<div class="back-main-reading">〜おそれがある</div><div class="back-main-english-explanation">Expresses concern that a negative event may occur</div><div class="back-example-sentence-1-reading">たいふう19ごうはこんや、しこくにじょうりくのおそれがあります。</div><div class="back-example-sentence-1-english">Typhoon no. 19 is threatening to make landfall on Shikoku tonight.</div>	grammar::w7 grammar::w7d5 jlpt::n2 type::grammar
<div class="front-main">〜ものがある</div><div class="front-example-sentence-1">満員電車で毎日通勤するのはつらいものがある。</div>	<div class="back-main-reading">〜ものがある</div><div class="back-main-english-explanation">There's a certain undeniable quality or feeling perceptible in something</div><div class="back-example-sentence-1-reading">まんいんでんしゃでまいにちつうきんするのはつらいものがある。</div><div class="back-example-sentence-1-english">It is hard commuting on a packed train every day.</div>	grammar::w7 grammar::w7d5 jlpt::n2 type::grammar
<div class="front-main">〜ものがある</div><div class="front-example-sentence-1">彼の歌には心にひびくものがある。</div>	<div class="back-main-reading">〜ものがある</div><div class="back-main-english-explanation">There's a certain undeniable quality or feeling perceptible in something</div><div class="back-example-sentence-1-reading">かれのうたにはこころにひびくものがある。</div><div class="back-example-sentence-1-english">His songs are very touching.</div>	grammar::w7 grammar::w7d5 jlpt::n2 type::grammar
<div class="front-main">〜というものでもない／〜というものではない</div><div class="front-example-sentence-1">何でも多ければいいというものでもない。</div>	<div class="back-main-reading">〜というものでもない／〜というものではない</div><div class="back-main-english-explanation">Denies that a simple, blanket assumption always holds true</div><div class="back-example-sentence-1-reading">なんでもおおければいいというものでもない。</div><div class="back-example-sentence-1-english">Not everything is good in excess.</div>	grammar::w7 grammar::w7d5 jlpt::n2 type::grammar
<div class="front-main">〜というものでもない／〜というものではない</div><div class="front-example-sentence-1">お金があれば幸せだというものでもない。</div>	<div class="back-main-reading">〜というものでもない／〜というものではない</div><div class="back-main-english-explanation">Denies that a simple, blanket assumption always holds true</div><div class="back-example-sentence-1-reading">おかねがあればしあわせだというものでもない。</div><div class="back-example-sentence-1-english">Just because you have money, it does not mean that you are happy.</div>	grammar::w7 grammar::w7d5 jlpt::n2 type::grammar
<div class="front-main">〜（どうにか／なんとか／もう少し）〜ないものか</div><div class="front-example-sentence-1">最近、変なメールがたくさん来る。どうにかならないものか。</div>	<div class="back-main-reading">〜（どうにか／なんとか／もう少し）〜ないものか</div><div class="back-main-english-explanation">Expressing a wish that a difficult situation could somehow be resolved</div><div class="back-example-sentence-1-reading">さいきん、へんなメールがたくさんくる。どうにかならないものか。</div><div class="back-example-sentence-1-english">I get a lot of weird e-mails these days. I wish I could do something about it.</div>	grammar::w7 grammar::w7d5 jlpt::n2 type::grammar
<div class="front-main">〜（どうにか／なんとか／もう少し）〜ないものか</div><div class="front-example-sentence-1">デジカメが壊れた。なんとか直らないものだろうか。</div>	<div class="back-main-reading">〜（どうにか／なんとか／もう少し）〜ないものか</div><div class="back-main-english-explanation">Expressing a wish that a difficult situation could somehow be resolved</div><div class="back-example-sentence-1-reading">デジカメがこわれた。なんとかなおらないものだろうか。</div><div class="back-example-sentence-1-english">My digital camera is not working. I wish I knew how to fix the problem.</div>	grammar::w7 grammar::w7d5 jlpt::n2 type::grammar
<div class="front-main">〜をもとに(して)</div><div class="front-example-sentence-1">この小説は事実をもとに書かれた。</div>	<div class="back-main-reading">〜をもとに(して)</div><div class="back-main-english-explanation">Using something as a foundation or basis for a subsequent action</div><div class="back-example-sentence-1-reading">このしょうせつはじじつをもとにかかれた。</div><div class="back-example-sentence-1-english">This novel is based on fact.</div>	grammar::w7 grammar::w7d6 jlpt::n2 type::grammar
<div class="front-main">〜をもとに(して)</div><div class="front-example-sentence-1">失敗をもとにして発明する。</div>	<div class="back-main-reading">〜をもとに(して)</div><div class="back-main-english-explanation">Using something as a foundation or basis for a subsequent action</div><div class="back-example-sentence-1-reading">しっぱいをもとにしてはつめいする。</div><div class="back-example-sentence-1-english">An invention results from failure.</div>	grammar::w7 grammar::w7d6 jlpt::n2 type::grammar
<div class="front-main">〜につき</div><div class="front-example-sentence-1">この機械はただ今調整中につき、ご使用になれません。</div>	<div class="back-main-reading">〜につき</div><div class="back-main-english-explanation">Formal expression giving a reason, often seen in writing or official notices</div><div class="back-example-sentence-1-reading">このきかいはただいまちょうせいちゅうにつき、ごしようになれません。</div><div class="back-example-sentence-1-english">This machine is currently unavailable due to maintenance.</div>	grammar::w7 grammar::w7d6 jlpt::n2 type::grammar
<div class="front-main">〜につき</div><div class="front-example-sentence-1">本日は祭日につき、休業させていただきます。</div>	<div class="back-main-reading">〜につき</div><div class="back-main-english-explanation">Formal expression giving a reason, often seen in writing or official notices</div><div class="back-example-sentence-1-reading">ほんじつはさいじつにつき、きゅうぎょうさせていただきます。</div><div class="back-example-sentence-1-english">Due to the holiday, we are closed today.</div>	grammar::w7 grammar::w7d6 jlpt::n2 type::grammar
<div class="front-main">〜をきっかけに(して)／〜を契機に(として)</div><div class="front-example-sentence-1">大学入学をきっかけに引っ越す。</div>	<div class="back-main-reading">〜をきっかけに(して)／〜をけいきに(として)</div><div class="back-main-english-explanation">An event serves as the trigger or opportunity for a subsequent change</div><div class="back-example-sentence-1-reading">だいがくにゅうがくをきっかけにひっこす。</div><div class="back-example-sentence-1-english">Because I'll be going to university, I will move.</div>	grammar::w7 grammar::w7d6 jlpt::n2 type::grammar
<div class="front-main">〜をきっかけに(して)／〜を契機に(として)</div><div class="front-example-sentence-1">病気をきっかけに酒をやめた。</div>	<div class="back-main-reading">〜をきっかけに(して)／〜をけいきに(として)</div><div class="back-main-english-explanation">An event serves as the trigger or opportunity for a subsequent change</div><div class="back-example-sentence-1-reading">びょうきをきっかけにさけをやめた。</div><div class="back-example-sentence-1-english">As a result of an illness, I stopped drinking.</div>	grammar::w7 grammar::w7d6 jlpt::n2 type::grammar
<div class="front-main">〜をきっかけに(して)／〜を契機に(として)</div><div class="front-example-sentence-1">卒業を契機に独立する。</div>	<div class="back-main-reading">〜をきっかけに(して)／〜をけいきに(として)</div><div class="back-main-english-explanation">An event serves as the trigger or opportunity for a subsequent change</div><div class="back-example-sentence-1-reading">そつぎょうをけいきにどくりつする。</div><div class="back-example-sentence-1-english">I'll take the opportunity of graduating from university to become independent.</div>	grammar::w7 grammar::w7d6 jlpt::n2 type::grammar
<div class="front-main">〜をきっかけに(して)／〜を契機に(として)</div><div class="front-example-sentence-1">昨年の事故を契機として、安全対策が強化された。</div>	<div class="back-main-reading">〜をきっかけに(して)／〜をけいきに(として)</div><div class="back-main-english-explanation">An event serves as the trigger or opportunity for a subsequent change</div><div class="back-example-sentence-1-reading">さくねんのじこをけいきとして、あんぜんたいさくがきょうかされた。</div><div class="back-example-sentence-1-english">As a result of last year's accident, safety measures were strengthened.</div>	grammar::w7 grammar::w7d6 jlpt::n2 type::grammar
<div class="front-main">〜の際に／〜際</div><div class="front-example-sentence-1">受験の際に、写真が必要です。</div>	<div class="back-main-reading">〜のさいに／〜さい</div><div class="back-main-english-explanation">A formal way of saying "when" or "on the occasion of"</div><div class="back-example-sentence-1-reading">じゅけんのさいに、しゃしんがひつようです。</div><div class="back-example-sentence-1-english">A photo is required when you come to take the examination.</div>	grammar::w7 grammar::w7d6 jlpt::n2 type::grammar
<div class="front-main">〜の際に／〜際</div><div class="front-example-sentence-1">申し込んだ際、住所を間違って書いてしまった。</div>	<div class="back-main-reading">〜のさいに／〜さい</div><div class="back-main-english-explanation">A formal way of saying "when" or "on the occasion of"</div><div class="back-example-sentence-1-reading">もうしこんださい、じゅうしょをまちがってかいてしまった。</div><div class="back-example-sentence-1-english">I wrote a wrong address when I applied.</div>	grammar::w7 grammar::w7d6 jlpt::n2 type::grammar
<div class="front-main">お越しください／おいでください</div><div class="front-example-sentence-1">受付までお越しください。</div><div class="front-example-sentence-2">受付まで来てください。</div>	<div class="back-main-reading">おこしください／おいでください</div><div class="back-main-english-explanation">Keigo for 来てください (please come)</div><div class="back-example-sentence-1-reading">うけつけまでおこしください。</div><div class="back-example-sentence-1-english">Please come to the reception desk.</div><div class="back-example-sentence-2-reading">うけつけまできてください。</div><div class="back-example-sentence-2-english">Please come to the reception desk.</div>	grammar::w7 grammar::w7dExtra jlpt::n2 type::keigo
<div class="front-main">ご意見承りたく、お願い申し上げます</div><div class="front-example-sentence-1">ご多忙のところ恐縮ですが、ご意見承りたく、お願い申し上げます。</div><div class="front-example-sentence-2">忙しいところ悪いけど、意見を聞きたいから、お願い。</div>	<div class="back-main-reading">ごいけんうけたまわりたく、おねがいもうしあげます</div><div class="back-main-english-explanation">Keigo for 意見を聞きたいので、お願いします (I'd like to hear your opinion, so please)</div><div class="back-example-sentence-1-reading">ごたぼうのところきょうしゅくですが、ごいけんうけたまわりたく、おねがいもうしあげます。</div><div class="back-example-sentence-1-english">I know you're busy, but I would be grateful to hear your opinion.</div><div class="back-example-sentence-2-reading">いそがしいところわるいけど、いけんをききたいから、おねがい。</div><div class="back-example-sentence-2-english">Sorry to bother you when you're busy, but I'd like to hear your opinion, so please.</div>	grammar::w7 grammar::w7dExtra jlpt::n2 type::keigo
