#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 1 (Sou Matome N2) — Grammar and Usage note type: Grammar, Keigo, Contrast, Contraction, Idiom (Type 2 cards)
<div class="front-main">〜ことはない</div><div class="front-example-sentence-1">食べないことはないが、あまり好きじゃない。</div>	<div class="back-main-reading">〜ことはない</div><div class="back-main-english-explanation">it doesn't mean that... / it's not that...</div><div class="back-example-sentence-1-reading">たべないことはないが、あまりすきじゃない。</div><div class="back-example-sentence-1-english">It doesn't mean that I won't eat it, I just don't like it much.</div>	grammar::w1 grammar::w1d5 jlpt::n2 type::grammar
<div class="front-main">〜ことはない</div><div class="front-example-sentence-1">お酒やタバコをやめるのは難しいが、やめられないことはない。</div>	<div class="back-main-reading">〜ことはない</div><div class="back-main-english-explanation">it doesn't mean that... / it's not that...</div><div class="back-example-sentence-1-reading">おさけやタバコをやめるのはむずかしいが、やめられないことはない。</div><div class="back-example-sentence-1-english">It is difficult to quit drinking or smoking, but it is possible to quit.</div>	grammar::w1 grammar::w1d5 jlpt::n2 type::grammar
<div class="front-main">〜こともない</div><div class="front-example-sentence-1">毎日、漢字を4つか5つなら、覚えられないこともない。</div>	<div class="back-main-reading">〜こともない</div><div class="back-main-english-explanation">it's not impossible / could possibly</div><div class="back-example-sentence-1-reading">まいにち、かんじを4つか5つなら、おぼえられないこともない。</div><div class="back-example-sentence-1-english">It's not impossible to memorize kanji if it's only 4 or 5 a day.</div>	grammar::w1 grammar::w1d5 jlpt::n2 type::grammar
<div class="front-main">〜こともない</div><div class="front-example-sentence-1">この会社を辞める人の気持ちがわからないこともない。</div>	<div class="back-main-reading">〜こともない</div><div class="back-main-english-explanation">it's not impossible / could possibly</div><div class="back-example-sentence-1-reading">このかいしゃをやめるひとのきもちがわからないこともない。</div><div class="back-example-sentence-1-english">I can understand, to some extent, why someone would quit this company.</div>	grammar::w1 grammar::w1d5 jlpt::n2 type::grammar
<div class="front-main">〜ないではいられない</div><div class="front-example-sentence-1">態度の悪い店員に、一言文句を言わないではいられなかった。</div>	<div class="back-main-reading">〜ないではいられない</div><div class="back-main-english-explanation">can't help but / can't stop oneself</div><div class="back-example-sentence-1-reading">たいどのわるいてんいんに、ひとこともんくをいわないではいられなかった。</div><div class="back-example-sentence-1-english">I couldn't help giving a piece of my mind to the ill-mannered store clerk.</div>	grammar::w1 grammar::w1d5 jlpt::n2 type::grammar
<div class="front-main">〜ないではいられない</div><div class="front-example-sentence-1">工事の音がうるさくて、耳をふさがないではいられない。</div>	<div class="back-main-reading">〜ないではいられない</div><div class="back-main-english-explanation">can't help but / can't stop oneself</div><div class="back-example-sentence-1-reading">こうじのおとがうるさくて、みみをふさがないではいられない。</div><div class="back-example-sentence-1-english">The construction noise was so loud I couldn't help covering my ears.</div>	grammar::w1 grammar::w1d5 jlpt::n2 type::grammar
<div class="front-main">〜ずにはいられない 【硬い / formal】</div><div class="front-example-sentence-1">職場でいやなことがあると、酒を飲まずにはいられない。</div>	<div class="back-main-reading">〜ずにはいられない 【硬い / formal】</div><div class="back-main-english-explanation">can't help but</div><div class="back-example-sentence-1-reading">しょくばでいやなことがあると、さけをのまずにはいられない。</div><div class="back-example-sentence-1-english">I can't help having a drink when something unpleasant happens at work.</div>	grammar::w1 grammar::w1d5 jlpt::n2 type::grammar
<div class="front-main">〜ずにはいられない 【硬い / formal】</div><div class="front-example-sentence-1">あの映画を見たら、だれでも感動せずにはいられないだろう。</div>	<div class="back-main-reading">〜ずにはいられない 【硬い / formal】</div><div class="back-main-english-explanation">can't help but</div><div class="back-example-sentence-1-reading">あのえいがをみたら、だれでもかんどうせずにはいられないだろう。</div><div class="back-example-sentence-1-english">Anyone who sees that movie will no doubt be moved.</div>	grammar::w1 grammar::w1d5 jlpt::n2 type::grammar
<div class="front-main">〜ねばならない / ならぬ 【硬い / formal】</div><div class="front-example-sentence-1">ビザが切れたので、国に帰らねばならない。</div>	<div class="back-main-reading">〜ねばならない / ならぬ 【硬い / formal】</div><div class="back-main-english-explanation">must / have to</div><div class="back-example-sentence-1-reading">ビザがきれたので、くににかえらねばならない。</div><div class="back-example-sentence-1-english">I have to go back to my country as my visa has expired.</div>	grammar::w1 grammar::w1d6 jlpt::n2 type::grammar
<div class="front-main">〜ねばならない / ならぬ 【硬い / formal】</div><div class="front-example-sentence-1">それが真実であることを確かめねばならない。</div>	<div class="back-main-reading">〜ねばならない / ならぬ 【硬い / formal】</div><div class="back-main-english-explanation">must / have to</div><div class="back-example-sentence-1-reading">それがしんじつであることをたしかめねばならない。</div><div class="back-example-sentence-1-english">I have to confirm whether it is true.</div>	grammar::w1 grammar::w1d6 jlpt::n2 type::grammar
<div class="front-main">〜てはならない 【硬い / formal】</div><div class="front-example-sentence-1">この悲惨な体験を決して忘れてはならない。</div>	<div class="back-main-reading">〜てはならない 【硬い / formal】</div><div class="back-main-english-explanation">must not</div><div class="back-example-sentence-1-reading">このひさんなたいけんをけっしてわすれてはならない。</div><div class="back-example-sentence-1-english">We must never forget this tragic experience.</div>	grammar::w1 grammar::w1d6 jlpt::n2 type::grammar
<div class="front-main">〜てはならない 【硬い / formal】</div><div class="front-example-sentence-1">失敗を人のせいにしてはなりません。</div>	<div class="back-main-reading">〜てはならない 【硬い / formal】</div><div class="back-main-english-explanation">must not</div><div class="back-example-sentence-1-reading">しっぱいをひとのせいにしてはなりません。</div><div class="back-example-sentence-1-english">You should not put the blame for failure on others.</div>	grammar::w1 grammar::w1d6 jlpt::n2 type::grammar
<div class="front-main">〜て(は)いられない / てられない / てらんない</div><div class="front-example-sentence-1">田中君、遅いなあ。もう待ってられないから先に行こう。</div>	<div class="back-main-reading">〜て(は)いられない / てられない / てらんない</div><div class="back-main-english-explanation">can't keep... / can't afford to</div><div class="back-example-sentence-1-reading">たなかくん、おそいなあ。もうまってられないからさきにいこう。</div><div class="back-example-sentence-1-english">Tanaka is very late. I can't keep waiting; let's go ahead.</div>	grammar::w1 grammar::w1d6 jlpt::n2 type::grammar
<div class="front-main">〜て(は)いられない / てられない / てらんない</div><div class="front-example-sentence-1">忙しくてテレビなんか見てらんない。</div>	<div class="back-main-reading">〜て(は)いられない / てられない / てらんない</div><div class="back-main-english-explanation">can't keep... / can't afford to</div><div class="back-example-sentence-1-reading">いそがしくてテレビなんかみてらんない。</div><div class="back-example-sentence-1-english">I'm so busy I have no time to be watching TV.</div>	grammar::w1 grammar::w1d6 jlpt::n2 type::grammar
<div class="front-main">〜てばかりは / てばかりも いられない</div><div class="front-example-sentence-1">連休だけれど、もうすぐ試験があるから、遊んでばかりはいられない。</div>	<div class="back-main-reading">〜てばかりは / てばかりも いられない</div><div class="back-main-english-explanation">can't just keep -ing</div><div class="back-example-sentence-1-reading">れんきゅうだけれど、もうすぐしけんがあるから、あそんでばかりはいられない。</div><div class="back-example-sentence-1-english">It's a long holiday, but with an exam coming I can't just play around.</div>	grammar::w1 grammar::w1d6 jlpt::n2 type::grammar
<div class="front-main">〜てばかりは / てばかりも いられない</div><div class="front-example-sentence-1">もう親に頼ってばかりはいられない。</div>	<div class="back-main-reading">〜てばかりは / てばかりも いられない</div><div class="back-main-english-explanation">can't just keep -ing</div><div class="back-example-sentence-1-reading">もうおやにたよってばかりはいられない。</div><div class="back-example-sentence-1-english">I can't keep depending on my parents.</div>	grammar::w1 grammar::w1d6 jlpt::n2 type::grammar
<div class="front-main">Aさんに〜してさしあげる</div><div class="front-example-sentence-1">森さん、田中さんに教えてさしあげて。</div>	<div class="back-main-reading">Aさんに〜してさしあげる</div><div class="back-main-english-explanation">giving/receiving — the subject (A) does the action for B (humble, A does it)</div><div class="back-example-sentence-1-reading">もりさん、たなかさんにおしえてさしあげて。</div><div class="back-example-sentence-1-english">Mori, please teach Tanaka (as a favor to them).</div>	listening::w1 listening::w1d2 jlpt::n2 type::grammar
<div class="front-main">Aさんに〜してくださる</div><div class="front-example-sentence-1">お電話くだされば、迎えに行きます。</div>	<div class="back-main-reading">Aさんに〜してくださる</div><div class="back-main-english-explanation">giving/receiving — A does the action for the speaker (A does it, respectful toward A)</div><div class="back-example-sentence-1-reading">おでんわくだされば、むかえにいきます。</div><div class="back-example-sentence-1-english">If you call me, I'll come pick you up.</div>	listening::w1 listening::w1d2 jlpt::n2 type::grammar
<div class="front-main">AがBに〜していただく</div><div class="front-example-sentence-1">森さんに、教えていただきました。</div>	<div class="back-main-reading">AがBに〜していただく</div><div class="back-main-english-explanation">giving/receiving — B performs the action as a favor to A (A receives the benefit, B does it)</div><div class="back-example-sentence-1-reading">もりさんに、おしえていただきました。</div><div class="back-example-sentence-1-english">I had Mr. Mori teach me.</div>	listening::w1 listening::w1d2 jlpt::n2 type::grammar
<div class="front-main">雨に降られた（迷惑受身）</div><div class="front-example-sentence-1">出かけたとたん、雨に降られた。</div>	<div class="back-main-reading">あめにふられた（めいわくうけみ）</div><div class="back-main-english-explanation">"suffering passive" — I was troubled by the rain falling (nuisance passive)</div><div class="back-example-sentence-1-reading">でかけたとたん、あめにふられた。</div><div class="back-example-sentence-1-english">Just as I went out, I got rained on.</div>	listening::w1 listening::w1d2 jlpt::n2 type::grammar
<div class="front-main">店員に辞められた（迷惑受身）</div><div class="front-example-sentence-1">忙しい時期に店員に辞められて、店長は困った。</div>	<div class="back-main-reading">てんいんにやめられた（めいわくうけみ）</div><div class="back-main-english-explanation">the manager was troubled by the employee quitting (nuisance passive)</div><div class="back-example-sentence-1-reading">いそがしいじきにてんいんにやめられて、てんちょうはこまった。</div><div class="back-example-sentence-1-english">The manager was troubled by an employee quitting during a busy period.</div>	listening::w1 listening::w1d2 jlpt::n2 type::grammar
<div class="front-main">兄は妹を泣かせた（使役）</div><div class="front-example-sentence-1">兄は妹をからかって泣かせた。</div>	<div class="back-main-reading">あにはいもうとをなかせた（しえき）</div><div class="back-main-english-explanation">causative: the older brother made his sister cry (his teasing caused it)</div><div class="back-example-sentence-1-reading">あにはいもうとをからかってなかせた。</div><div class="back-example-sentence-1-english">The older brother teased his sister and made her cry.</div>	listening::w1 listening::w1d2 jlpt::n2 type::grammar
<div class="front-main">私は両親を安心させた（使役）</div><div class="front-example-sentence-1">私は試験に合格して、両親を安心させた。</div>	<div class="back-main-reading">わたしはりょうしんをあんしんさせた（しえき）</div><div class="back-main-english-explanation">causative: I made my parents feel relieved (by passing the exam)</div><div class="back-example-sentence-1-reading">わたしはしけんにごうかくして、りょうしんをあんしんさせた。</div><div class="back-example-sentence-1-english">I passed the exam and put my parents' minds at ease.</div>	listening::w1 listening::w1d2 jlpt::n2 type::grammar
<div class="front-main">〜わけだ</div><div class="front-example-sentence-1">寒いわけだ。ヒーターが止まっている。</div>	<div class="back-main-reading">〜わけだ</div><div class="back-main-english-explanation">＝〜のは当然だ — "no wonder..., that explains why..."</div><div class="back-example-sentence-1-reading">さむいわけだ。ヒーターがとまっている。</div><div class="back-example-sentence-1-english">No wonder it's cold — the heater has stopped.</div>	listening::w1 listening::w1d4 jlpt::n2 type::grammar
<div class="front-main">〜わけじゃない</div><div class="front-example-sentence-1">得意なわけじゃないけど、必要だから運転する。</div>	<div class="back-main-reading">〜わけじゃない</div><div class="back-main-english-explanation">＝〜という理由ではない — "it's not that... (reason denial)"</div><div class="back-example-sentence-1-reading">とくいなわけじゃないけど、ひつようだからうんてんする。</div><div class="back-example-sentence-1-english">It's not that I'm good at it, but I drive because I need to.</div>	listening::w1 listening::w1d4 jlpt::n2 type::grammar
<div class="front-main">わけない</div><div class="front-example-sentence-1">「この問題できる？」「こんなのわけないよ。」</div>	<div class="back-main-reading">わけない</div><div class="back-main-english-explanation">＝簡単だ — "that's easy/no big deal" (NOT the same as わけがない)</div><div class="back-example-sentence-1-reading">「このもんだいできる？」「こんなのわけないよ。」</div><div class="back-example-sentence-1-english">"Can you solve this problem?" "Something like this is easy."</div>	listening::w1 listening::w1d4 jlpt::n2 type::grammar
<div class="front-main">〜わけがない</div><div class="front-example-sentence-1">勉強しなかったんだから、受かるわけがない。</div>	<div class="back-main-reading">〜わけがない</div><div class="back-main-english-explanation">＝はずがない — "there's no way that..."</div><div class="back-example-sentence-1-reading">べんきょうしなかったんだから、うかるわけがない。</div><div class="back-example-sentence-1-english">Since I didn't study, there's no way I'll pass.</div>	listening::w1 listening::w1d4 jlpt::n2 type::grammar
<div class="front-main">〜わけにはいかない</div><div class="front-example-sentence-1">行きたくないが、行かないわけにはいかない。</div>	<div class="back-main-reading">〜わけにはいかない</div><div class="back-main-english-explanation">＝べきではない／できない — "can't afford to / mustn't"</div><div class="back-example-sentence-1-reading">いきたくないが、いかないわけにはいかない。</div><div class="back-example-sentence-1-english">I don't want to go, but I can't afford not to.</div>	listening::w1 listening::w1d4 jlpt::n2 type::grammar
<div class="front-main">〜ことはない</div><div class="front-example-sentence-1">行きたくないなら、行くことはない。</div>	<div class="back-main-reading">〜ことはない</div><div class="back-main-english-explanation">＝必要ない — "there's no need to..."</div><div class="back-example-sentence-1-reading">いきたくないなら、いくことはない。</div><div class="back-example-sentence-1-english">If you don't want to go, there's no need to go.</div>	listening::w1 listening::w1d4 jlpt::n2 type::grammar
<div class="front-main">〜ことは〜</div><div class="front-example-sentence-1">食べることは食べるが、好きではない。</div>	<div class="back-main-reading">〜ことは〜</div><div class="back-main-english-explanation">＝〜だ。でも… — concessive "I do X, but..."</div><div class="back-example-sentence-1-reading">たべることはたべるが、すきではない。</div><div class="back-example-sentence-1-english">I do eat it, but I don't like it.</div>	listening::w1 listening::w1d4 jlpt::n2 type::grammar
