#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 2 (Sou Matome N2) — Vocabulary note type: Kanji, Vocabulary, Reading (Type 1 cards)
<div class="front-main">往復</div><div class="front-example-sentence-1">私は通学に往復3時間かかります。</div>	<div class="back-main-reading">おうふく</div><div class="back-main-english">Round trip</div><div class="back-example-sentence-1-reading">わたしはつうがくにおうふく3じかんかかります。</div><div class="back-example-sentence-1-english">It takes me three hours round trip to commute to school.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">破片</div><div class="front-example-sentence-1">床にガラスの破片が散らばっていた。</div>	<div class="back-main-reading">はへん</div><div class="back-main-english">Fragment</div><div class="back-example-sentence-1-reading">ゆかにガラスのはへんがちらばっていた。</div><div class="back-example-sentence-1-english">Glass fragments were scattered on the floor.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">片付ける</div><div class="front-example-sentence-1">出かける前に部屋を片付けてください。</div>	<div class="back-main-reading">かたづける</div><div class="back-main-english">Tidy up</div><div class="back-example-sentence-1-reading">でかけるまえにへやをかたづけてください。</div><div class="back-example-sentence-1-english">Please tidy up the room before going out.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">片道切符</div><div class="front-example-sentence-1">片道切符しか買っていないので、帰りはまた買わなければならない。</div>	<div class="back-main-reading">かたみちきっぷ</div><div class="back-main-english">One-way ticket</div><div class="back-example-sentence-1-reading">かたみちきっぷしかかっていないので、かえりはまたかわなければならない。</div><div class="back-example-sentence-1-english">I only bought a one-way ticket, so I'll have to buy another one for the way back.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">片〜</div><div class="front-example-sentence-1">片手で荷物を持つのは大変だ。</div>	<div class="back-main-reading">かた〜</div><div class="back-main-english">One side</div><div class="back-example-sentence-1-reading">かたてでにもつをもつのはたいへんだ。</div><div class="back-example-sentence-1-english">It's hard to carry luggage with one hand.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">〜枚</div><div class="front-example-sentence-1">はがきを3枚買いました。</div>	<div class="back-main-reading">〜まい</div><div class="back-main-english">Counter for flat objects</div><div class="back-example-sentence-1-reading">はがきを3まいかいました。</div><div class="back-example-sentence-1-english">I bought three postcards.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">枚数</div><div class="front-example-sentence-1">提出する書類の枚数を確認してください。</div>	<div class="back-main-reading">まいすう</div><div class="back-main-english">Number of flat objects</div><div class="back-example-sentence-1-reading">ていしゅつするしょるいのまいすうをかくにんしてください。</div><div class="back-example-sentence-1-english">Please check the number of documents to be submitted.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">期間</div><div class="front-example-sentence-1">このキャンペーンの期間は今月末までです。</div>	<div class="back-main-reading">きかん</div><div class="back-main-english">Period of time</div><div class="back-example-sentence-1-reading">このキャンペーンのきかんはこんげつまつまでです。</div><div class="back-example-sentence-1-english">This campaign's period runs until the end of this month.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">定期</div><div class="front-example-sentence-1">定期的に健康診断を受けたほうがいい。</div>	<div class="back-main-reading">ていき</div><div class="back-main-english">Fixed period of time</div><div class="back-example-sentence-1-reading">ていきてきにけんこうしんだんをうけたほうがいい。</div><div class="back-example-sentence-1-english">You should get a health checkup on a regular basis.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">定期券</div><div class="front-example-sentence-1">定期券を更新するのを忘れていた。</div>	<div class="back-main-reading">ていきけん</div><div class="back-main-english">Commuter pass</div><div class="back-example-sentence-1-reading">ていきけんをこうしんするのをわすれていた。</div><div class="back-example-sentence-1-english">I forgot to renew my commuter pass.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">販売</div><div class="front-example-sentence-1">この商品は来月から販売される予定だ。</div>	<div class="back-main-reading">はんばい</div><div class="back-main-english">Selling</div><div class="back-example-sentence-1-reading">このしょうひんはらいげつからはんばいされるよていだ。</div><div class="back-example-sentence-1-english">This product is scheduled to be sold starting next month.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">自動販売機</div><div class="front-example-sentence-1">駅の自動販売機で飲み物を買った。</div>	<div class="back-main-reading">じどうはんばいき</div><div class="back-main-english">Vending machine</div><div class="back-example-sentence-1-reading">えきのじどうはんばいきでのみものをかった。</div><div class="back-example-sentence-1-english">I bought a drink from the vending machine at the station.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">指定席</div><div class="front-example-sentence-1">新幹線の指定席を予約した。</div>	<div class="back-main-reading">していせき</div><div class="back-main-english">Reserved seat</div><div class="back-example-sentence-1-reading">しんかんせんのしていせきをよやくした。</div><div class="back-example-sentence-1-english">I reserved a reserved seat on the shinkansen.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">指</div><div class="front-example-sentence-1">ドアに指を挟んでしまった。</div>	<div class="back-main-reading">ゆび</div><div class="back-main-english">Finger</div><div class="back-example-sentence-1-reading">ドアにゆびをはさんでしまった。</div><div class="back-example-sentence-1-english">I got my finger caught in the door.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">指す</div><div class="front-example-sentence-1">先生は地図の一点を指した。</div>	<div class="back-main-reading">さす</div><div class="back-main-english">Point</div><div class="back-example-sentence-1-reading">せんせいはちずのいってんをさした。</div><div class="back-example-sentence-1-english">The teacher pointed at a spot on the map.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">調整</div><div class="front-example-sentence-1">会議の時間を調整する必要がある。</div>	<div class="back-main-reading">ちょうせい</div><div class="back-main-english">Adjustment</div><div class="back-example-sentence-1-reading">かいぎのじかんをちょうせいするひつようがある。</div><div class="back-example-sentence-1-english">We need to adjust the meeting time.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">調子</div><div class="front-example-sentence-1">朝からおなかの調子がよくない。</div>	<div class="back-main-reading">ちょうし</div><div class="back-main-english">Condition</div><div class="back-example-sentence-1-reading">あさからおなかのちょうしがよくない。</div><div class="back-example-sentence-1-english">My stomach hasn't felt well since this morning.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">調べる</div><div class="front-example-sentence-1">分からない単語は辞書で調べてください。</div>	<div class="back-main-reading">しらべる</div><div class="back-main-english">Look up/investigate</div><div class="back-example-sentence-1-reading">わからないたんごはじしょでしらべてください。</div><div class="back-example-sentence-1-english">Please look up words you don't know in the dictionary.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">整理券</div><div class="front-example-sentence-1">銀行員「整理券をお取りになってお待ちください。」</div>	<div class="back-main-reading">せいりけん</div><div class="back-main-english">Numbered ticket</div><div class="back-example-sentence-1-reading">ぎんこういん「せいりけんをおとりになっておまちください。」</div><div class="back-example-sentence-1-english">Bank clerk: "Please take a numbered ticket and wait."</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">整備</div><div class="front-example-sentence-1">車の整備を業者に頼んだ。</div>	<div class="back-main-reading">せいび</div><div class="back-main-english">Maintenance/overhaul</div><div class="back-example-sentence-1-reading">くるまのせいびをぎょうしゃにたのんだ。</div><div class="back-example-sentence-1-english">I asked a shop to service my car.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">整う</div><div class="front-example-sentence-1">出発の準備が整った。</div>	<div class="back-main-reading">ととのう</div><div class="back-main-english">Be tidy</div><div class="back-example-sentence-1-reading">しゅっぱつのじゅんびがととのった。</div><div class="back-example-sentence-1-english">The preparations for departure are ready.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">表</div><div class="front-example-sentence-1">結果を表にまとめてください。</div>	<div class="back-main-reading">ひょう</div><div class="back-main-english">Table</div><div class="back-example-sentence-1-reading">けっかをひょうにまとめてください。</div><div class="back-example-sentence-1-english">Please summarize the results in a table.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">時刻表</div><div class="front-example-sentence-1">この時刻表に電車の発車時刻が書いてあります。</div>	<div class="back-main-reading">じこくひょう</div><div class="back-main-english">Timetable</div><div class="back-example-sentence-1-reading">このじこくひょうにでんしゃのはっしゃじこくがかいてあります。</div><div class="back-example-sentence-1-english">This timetable shows the departure times of the trains.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">発表</div><div class="front-example-sentence-1">来週、研究の成果を発表します。</div>	<div class="back-main-reading">はっぴょう</div><div class="back-main-english">Announcement</div><div class="back-example-sentence-1-reading">らいしゅう、けんきゅうのせいかをはっぴょうします。</div><div class="back-example-sentence-1-english">Next week, I will present the results of my research.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">表す</div><div class="front-example-sentence-1">このグラフは売り上げの変化を表している。</div>	<div class="back-main-reading">あらわす</div><div class="back-main-english">Show/express</div><div class="back-example-sentence-1-reading">このグラフはうりあげのへんかをあらわしている。</div><div class="back-example-sentence-1-english">This graph shows the change in sales.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">表示</div><div class="front-example-sentence-1">画面にエラーが表示された。</div>	<div class="back-main-reading">ひょうじ</div><div class="back-main-english">Indication/expression</div><div class="back-example-sentence-1-reading">がめんにエラーがひょうじされた。</div><div class="back-example-sentence-1-english">An error was displayed on the screen.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">指示</div><div class="front-example-sentence-1">ここでは係員の指示通りに駐車してください。</div>	<div class="back-main-reading">しじ</div><div class="back-main-english">Instruction</div><div class="back-example-sentence-1-reading">ここではかかりいんのしじどおりにちゅうしゃしてください。</div><div class="back-example-sentence-1-english">Please park according to the staff member's instructions here.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">掲示</div><div class="front-example-sentence-1">詳しい情報は掲示板をご覧ください。</div>	<div class="back-main-reading">けいじ</div><div class="back-main-english">Notice</div><div class="back-example-sentence-1-reading">くわしいじょうほうはけいじばんをごらんください。</div><div class="back-example-sentence-1-english">Please check the bulletin board for detailed information.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">示す</div><div class="front-example-sentence-1">グラフは今後の傾向を示している。</div>	<div class="back-main-reading">しめす</div><div class="back-main-english">Show/point out</div><div class="back-example-sentence-1-reading">グラフはこんごのけいこうをしめしている。</div><div class="back-example-sentence-1-english">The graph shows the future trend.</div>	kanji::w2 kanji::w2d1 jlpt::n2
<div class="front-main">現金</div><div class="front-example-sentence-1">このレストランは現金しか使えません。</div>	<div class="back-main-reading">げんきん</div><div class="back-main-english">Cash</div><div class="back-example-sentence-1-reading">このレストランはげんきんしかつかえません。</div><div class="back-example-sentence-1-english">This restaurant only accepts cash.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">表現</div><div class="front-example-sentence-1">この日本語の表現は英語で何と言いますか。</div>	<div class="back-main-reading">ひょうげん</div><div class="back-main-english">Expression</div><div class="back-example-sentence-1-reading">このにほんごのひょうげんはえいごでなんといいますか。</div><div class="back-example-sentence-1-english">What is this Japanese expression called in English?</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">現れる</div><div class="front-example-sentence-1">会議に彼が突然現れた。</div>	<div class="back-main-reading">あらわれる</div><div class="back-main-english">Appear</div><div class="back-example-sentence-1-reading">かいぎにかれがとつぜんあらわれた。</div><div class="back-example-sentence-1-english">He suddenly appeared at the meeting.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">支店</div><div class="front-example-sentence-1">この銀行は大阪にも支店があります。</div>	<div class="back-main-reading">してん</div><div class="back-main-english">Branch shop/office</div><div class="back-example-sentence-1-reading">このぎんこうはおおさかにもしてんがあります。</div><div class="back-example-sentence-1-english">This bank also has a branch in Osaka.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">支持</div><div class="front-example-sentence-1">新しい政策は多くの国民に支持されている。</div>	<div class="back-main-reading">しじ</div><div class="back-main-english">Support</div><div class="back-example-sentence-1-reading">あたらしいせいさくはおおくのこくみんにしじされている。</div><div class="back-example-sentence-1-english">The new policy is supported by many citizens.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">支える</div><div class="front-example-sentence-1">私は家族や友人に支えられて生きています。</div>	<div class="back-main-reading">ささえる</div><div class="back-main-english">Support</div><div class="back-example-sentence-1-reading">わたしはかぞくやゆうじんにささえられていきています。</div><div class="back-example-sentence-1-english">I live supported by my family and friends.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">払う</div><div class="front-example-sentence-1">レジでお金を払ってください。</div>	<div class="back-main-reading">はらう</div><div class="back-main-english">Pay/sweep away</div><div class="back-example-sentence-1-reading">レジでおかねをはらってください。</div><div class="back-example-sentence-1-english">Please pay at the register.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">支払機</div><div class="front-example-sentence-1">支払機に硬貨とお札を入れてください。</div>	<div class="back-main-reading">しはらいき</div><div class="back-main-english">Machine for dispensing cash</div><div class="back-example-sentence-1-reading">しはらいきにこうかとおさつをいれてください。</div><div class="back-example-sentence-1-english">Please insert coins and bills into the payment machine.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">支払う</div><div class="front-example-sentence-1">家賃は毎月末までに支払わなければならない。</div>	<div class="back-main-reading">しはらう</div><div class="back-main-english">Pay</div><div class="back-example-sentence-1-reading">やちんはまいつきまつまでにしはらわなければならない。</div><div class="back-example-sentence-1-english">The rent must be paid by the end of every month.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">預金</div><div class="front-example-sentence-1">毎月給料の一部を預金しています。</div>	<div class="back-main-reading">よきん</div><div class="back-main-english">Deposit</div><div class="back-example-sentence-1-reading">まいつききゅうりょうのいちぶをよきんしています。</div><div class="back-example-sentence-1-english">I deposit part of my salary every month.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">預ける</div><div class="front-example-sentence-1">銀行にお金を預ける。</div>	<div class="back-main-reading">あずける</div><div class="back-main-english">Entrust</div><div class="back-example-sentence-1-reading">ぎんこうにおかねをあずける。</div><div class="back-example-sentence-1-english">I deposit money at the bank.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">預かる</div><div class="front-example-sentence-1">旅行の間、隣の人に犬を預かってもらった。</div>	<div class="back-main-reading">あずかる</div><div class="back-main-english">Keep/take charge of</div><div class="back-example-sentence-1-reading">りょこうのあいだ、となりのひとにいぬをあずかってもらった。</div><div class="back-example-sentence-1-english">While I was traveling, I had my neighbor take care of my dog.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">払い戻し</div><div class="front-example-sentence-1">チケットの払い戻しは窓口で受け付けています。</div>	<div class="back-main-reading">はらいもどし</div><div class="back-main-english">Refund</div><div class="back-example-sentence-1-reading">チケットのはらいもどしはまどぐちでうけつけています。</div><div class="back-example-sentence-1-english">Ticket refunds are accepted at the counter.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">戻る</div><div class="front-example-sentence-1">忘れ物を取りに家へ戻った。</div>	<div class="back-main-reading">もどる</div><div class="back-main-english">Return</div><div class="back-example-sentence-1-reading">わすれものをとりにいえへもどった。</div><div class="back-example-sentence-1-english">I went back home to get something I forgot.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">残高照会</div><div class="front-example-sentence-1">ATMで口座の残高照会をした。</div>	<div class="back-main-reading">ざんだかしょうかい</div><div class="back-main-english">Account balance inquiry</div><div class="back-example-sentence-1-reading">ATMでこうざのざんだかしょうかいをした。</div><div class="back-example-sentence-1-english">I checked my account balance at the ATM.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">残る</div><div class="front-example-sentence-1">会議室には資料がまだ残っている。</div>	<div class="back-main-reading">のこる</div><div class="back-main-english">Remain</div><div class="back-example-sentence-1-reading">かいぎしつにはしりょうがまだのこっている。</div><div class="back-example-sentence-1-english">The documents are still left in the conference room.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">残す</div><div class="front-example-sentence-1">食べ物を残さないでください。</div>	<div class="back-main-reading">のこす</div><div class="back-main-english">Leave/leave behind</div><div class="back-example-sentence-1-reading">たべものをのこさないでください。</div><div class="back-example-sentence-1-english">Please don't leave any food uneaten.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">照明</div><div class="front-example-sentence-1">この店は照明が明るくて気持ちがいい。</div>	<div class="back-main-reading">しょうめい</div><div class="back-main-english">Illumination/light</div><div class="back-example-sentence-1-reading">このみせはしょうめいがあかるくてきもちがいい。</div><div class="back-example-sentence-1-english">This shop's lighting is bright and pleasant.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">照らす</div><div class="front-example-sentence-1">街灯が夜道を照らしている。</div>	<div class="back-main-reading">てらす</div><div class="back-main-english">Light up</div><div class="back-example-sentence-1-reading">がいとうがよるみちをてらしている。</div><div class="back-example-sentence-1-english">The streetlight is lighting up the night road.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">対照的</div><div class="front-example-sentence-1">兄と弟の性格は対照的だ。</div>	<div class="back-main-reading">たいしょうてき</div><div class="back-main-english">Being contrastive</div><div class="back-example-sentence-1-reading">あにとおとうとのせいかくはたいしょうてきだ。</div><div class="back-example-sentence-1-english">The older and younger brothers' personalities are contrasting.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">硬貨</div><div class="front-example-sentence-1">「五百円硬貨はお使いになれません。」</div>	<div class="back-main-reading">こうか</div><div class="back-main-english">Coin</div><div class="back-example-sentence-1-reading">「ごひゃくえんこうかはおつかいになれません。」</div><div class="back-example-sentence-1-english">"Five-hundred-yen coins cannot be used."</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">硬い</div><div class="front-example-sentence-1">このパンは硬くて食べにくい。</div>	<div class="back-main-reading">かたい</div><div class="back-main-english">Hard</div><div class="back-example-sentence-1-reading">このパンはかたくてたべにくい。</div><div class="back-example-sentence-1-english">This bread is hard and difficult to eat.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">貨物</div><div class="front-example-sentence-1">この列車は貨物を運ぶための列車だ。</div>	<div class="back-main-reading">かもつ</div><div class="back-main-english">Freight</div><div class="back-example-sentence-1-reading">このれっしゃはかもつをはこぶためのれっしゃだ。</div><div class="back-example-sentence-1-english">This train is a train for carrying freight.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">通貨</div><div class="front-example-sentence-1">日本の通貨は円です。</div>	<div class="back-main-reading">つうか</div><div class="back-main-english">Currency</div><div class="back-example-sentence-1-reading">にほんのつうかはえんです。</div><div class="back-example-sentence-1-english">Japan's currency is the yen.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">確定</div><div class="front-example-sentence-1">旅行の日程はまだ確定していない。</div>	<div class="back-main-reading">かくてい</div><div class="back-main-english">Determination</div><div class="back-example-sentence-1-reading">りょこうのにっていはまだかくていしていない。</div><div class="back-example-sentence-1-english">The travel schedule has not been finalized yet.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">確か(な)</div><div class="front-example-sentence-1">それは確かな情報ですか。</div>	<div class="back-main-reading">たしかな</div><div class="back-main-english">Certain</div><div class="back-example-sentence-1-reading">それはたしかなじょうほうですか。</div><div class="back-example-sentence-1-english">Is that certain information?</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">明確(な)</div><div class="front-example-sentence-1">もっと明確な説明をお願いします。</div>	<div class="back-main-reading">めいかくな</div><div class="back-main-english">Clear</div><div class="back-example-sentence-1-reading">もっとめいかくなせつめいをおねがいします。</div><div class="back-example-sentence-1-english">Please give a clearer explanation.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">確かめる</div><div class="front-example-sentence-1">電話番号をお確かめください。</div>	<div class="back-main-reading">たしかめる</div><div class="back-main-english">Confirm/verify</div><div class="back-example-sentence-1-reading">でんわばんごうをおたしかめください。</div><div class="back-example-sentence-1-english">Please confirm your phone number.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">確認</div><div class="front-example-sentence-1">予約内容をもう一度確認してください。</div>	<div class="back-main-reading">かくにん</div><div class="back-main-english">Confirmation</div><div class="back-example-sentence-1-reading">よやくないようをもういちどかくにんしてください。</div><div class="back-example-sentence-1-english">Please confirm your reservation details once more.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">認める</div><div class="front-example-sentence-1">彼は自分の間違いを認めた。</div>	<div class="back-main-reading">みとめる</div><div class="back-main-english">Admit/approve</div><div class="back-example-sentence-1-reading">かれはじぶんのまちがいをみとめた。</div><div class="back-example-sentence-1-english">He admitted his own mistake.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">違法</div><div class="front-example-sentence-1">違法な駐車は罰金の対象になる。</div>	<div class="back-main-reading">いほう</div><div class="back-main-english">Illegal</div><div class="back-example-sentence-1-reading">いほうなちゅうしゃはばっきんのたいしょうになる。</div><div class="back-example-sentence-1-english">Illegal parking is subject to a fine.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">間違える</div><div class="front-example-sentence-1">電車を間違えて反対方向に乗ってしまった。</div>	<div class="back-main-reading">まちがえる</div><div class="back-main-english">Make a mistake</div><div class="back-example-sentence-1-reading">でんしゃをまちがえてはんたいほうこうにのってしまった。</div><div class="back-example-sentence-1-english">I mistakenly boarded a train going the opposite direction.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">違い</div><div class="front-example-sentence-1">この二つの製品にはほとんど違いがない。</div>	<div class="back-main-reading">ちがい</div><div class="back-main-english">Difference</div><div class="back-example-sentence-1-reading">このふたつのせいひんにはほとんどちがいがない。</div><div class="back-example-sentence-1-english">There is almost no difference between these two products.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">間違い</div><div class="front-example-sentence-1">間違いを消しゴムで消して書き直す。</div>	<div class="back-main-reading">まちがい</div><div class="back-main-english">Mistake</div><div class="back-example-sentence-1-reading">まちがいをけしゴムでけしてかきなおす。</div><div class="back-example-sentence-1-english">I erase the mistake with an eraser and rewrite it.</div>	kanji::w2 kanji::w2d2 jlpt::n2
<div class="front-main">取材</div><div class="front-example-sentence-1">記者は事件について取材している。</div>	<div class="back-main-reading">しゅざい</div><div class="back-main-english">Collection of data/interview</div><div class="back-example-sentence-1-reading">きしゃはじけんについてしゅざいしている。</div><div class="back-example-sentence-1-english">The reporter is gathering information about the incident.</div>	kanji::w2 kanji::w2d2 jlpt::n2
