#separator:tab
#html:true
#columns:Front	Back	Tags
# Week 7 (Sou Matome N2) — Japanese vocabulary: Kanji/Vocabulary words
<div class="front-main">上級</div><div class="front-example-sentence-1">上級コースに進んだ。</div>	<div class="back-main-reading">じょうきゅう</div><div class="back-main-english">Advanced level</div><div class="back-example-sentence-1-reading">じょうきゅうコースにすすんだ。</div><div class="back-example-sentence-1-english">I advanced to the upper-level course.</div>	kanji::w7 kanji::w7d1 jlpt::n2
<div class="front-main">高級</div><div class="front-example-sentence-1">高級レストランで食事をした。</div>	<div class="back-main-reading">こうきゅう</div><div class="back-main-english">High class/grade</div><div class="back-example-sentence-1-reading">こうきゅうレストランでしょくじをした。</div><div class="back-example-sentence-1-english">I dined at a high-class restaurant.</div>	kanji::w7 kanji::w7d1 jlpt::n2
<div class="front-main">基本</div><div class="front-example-sentence-1">基本をしっかり学ぶ。</div>	<div class="back-main-reading">きほん</div><div class="back-main-english">Foundation/basics</div><div class="back-example-sentence-1-reading">きほんをしっかりまなぶ。</div><div class="back-example-sentence-1-english">I firmly learn the basics.</div>	kanji::w7 kanji::w7d1 jlpt::n2
<div class="front-main">基礎</div><div class="front-example-sentence-1">家の基礎工事が始まった。</div>	<div class="back-main-reading">きそ</div><div class="back-main-english">Foundation/groundwork</div><div class="back-example-sentence-1-reading">いえのきそこうじがはじまった。</div><div class="back-example-sentence-1-english">The house's foundation work began.</div>	kanji::w7 kanji::w7d1 jlpt::n2
<div class="front-main">基準</div><div class="front-example-sentence-1">採用の基準を決めた。</div>	<div class="back-main-reading">きじゅん</div><div class="back-main-english">Standard/criterion</div><div class="back-example-sentence-1-reading">さいようのきじゅんをきめた。</div><div class="back-example-sentence-1-english">We decided on the hiring criteria.</div>	kanji::w7 kanji::w7d1 jlpt::n2
<div class="front-main">基地</div><div class="front-example-sentence-1">軍の基地がこの町にある。</div>	<div class="back-main-reading">きち</div><div class="back-main-english">Base</div><div class="back-example-sentence-1-reading">ぐんのきちがこのまちにある。</div><div class="back-example-sentence-1-english">There is a military base in this town.</div>	kanji::w7 kanji::w7d1 jlpt::n2
<div class="front-main">指導</div><div class="front-example-sentence-1">先生の指導を受ける。</div>	<div class="back-main-reading">しどう</div><div class="back-main-english">Leadership/guidance</div><div class="back-example-sentence-1-reading">せんせいのしどうをうける。</div><div class="back-example-sentence-1-english">I receive guidance from the teacher.</div>	kanji::w7 kanji::w7d1 jlpt::n2
<div class="front-main">導入</div><div class="front-example-sentence-1">新しいシステムを導入した。</div>	<div class="back-main-reading">どうにゅう</div><div class="back-main-english">Introduction</div><div class="back-example-sentence-1-reading">あたらしいシステムをどうにゅうした。</div><div class="back-example-sentence-1-english">We introduced a new system.</div>	kanji::w7 kanji::w7d1 jlpt::n2
<div class="front-main">導く</div><div class="front-example-sentence-1">成功へと導く。</div>	<div class="back-main-reading">みちびく</div><div class="back-main-english">Lead</div><div class="back-example-sentence-1-reading">せいこうへとみちびく。</div><div class="back-example-sentence-1-english">Lead to success.</div>	kanji::w7 kanji::w7d1 jlpt::n2
<div class="front-main">校庭</div><div class="front-example-sentence-1">校庭でサッカーをした。</div>	<div class="back-main-reading">こうてい</div><div class="back-main-english">School playground</div><div class="back-example-sentence-1-reading">こうていでサッカーをした。</div><div class="back-example-sentence-1-english">I played soccer in the schoolyard.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">家庭</div><div class="front-example-sentence-1">家庭を大切にする。</div>	<div class="back-main-reading">かてい</div><div class="back-main-english">Home/family</div><div class="back-example-sentence-1-reading">かていをたいせつにする。</div><div class="back-example-sentence-1-english">I value my family.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">庭</div><div class="front-example-sentence-1">庭に花を植えた。</div>	<div class="back-main-reading">にわ</div><div class="back-main-english">Garden</div><div class="back-example-sentence-1-reading">にわにはなをうえた。</div><div class="back-example-sentence-1-english">I planted flowers in the garden.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">教育</div><div class="front-example-sentence-1">子どもに教育を受けさせる。</div>	<div class="back-main-reading">きょういく</div><div class="back-main-english">Education</div><div class="back-example-sentence-1-reading">こどもにきょういくをうけさせる。</div><div class="back-example-sentence-1-english">I have my child receive an education.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">体育</div><div class="front-example-sentence-1">体育の授業でバスケットボールをした。</div>	<div class="back-main-reading">たいいく</div><div class="back-main-english">Physical education</div><div class="back-example-sentence-1-reading">たいいくのじゅぎょうでバスケットボールをした。</div><div class="back-example-sentence-1-english">We played basketball in P.E. class.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">育つ</div><div class="front-example-sentence-1">この子は健康に育った。</div>	<div class="back-main-reading">そだつ</div><div class="back-main-english">Grow</div><div class="back-example-sentence-1-reading">このこはけんこうにそだった。</div><div class="back-example-sentence-1-english">This child grew up healthy.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">育てる</div><div class="front-example-sentence-1">花を大切に育てている。</div>	<div class="back-main-reading">そだてる</div><div class="back-main-english">Raise/bring up</div><div class="back-example-sentence-1-reading">はなをたいせつにそだてている。</div><div class="back-example-sentence-1-english">I'm carefully raising the flowers.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">猫</div><div class="front-example-sentence-1">猫を一匹飼っている。</div>	<div class="back-main-reading">ねこ</div><div class="back-main-english">Cat</div><div class="back-example-sentence-1-reading">ねこをいっぴきかっている。</div><div class="back-example-sentence-1-english">I keep one cat.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">探検</div><div class="front-example-sentence-1">洞窟を探検した。</div>	<div class="back-main-reading">たんけん</div><div class="back-main-english">Exploration</div><div class="back-example-sentence-1-reading">どうくつをたんけんした。</div><div class="back-example-sentence-1-english">I explored the cave.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">探す</div><div class="front-example-sentence-1">なくした鍵を探した。</div>	<div class="back-main-reading">さがす</div><div class="back-main-english">Search/look for</div><div class="back-example-sentence-1-reading">なくしたかぎをさがした。</div><div class="back-example-sentence-1-english">I searched for my lost key.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">探る</div><div class="front-example-sentence-1">相手の本音を探る。</div>	<div class="back-main-reading">さぐる</div><div class="back-main-english">Probe into/search</div><div class="back-example-sentence-1-reading">あいてのほんねをさぐる。</div><div class="back-example-sentence-1-english">I probe for the other person's true feelings.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">灰</div><div class="front-example-sentence-1">たばこの灰が落ちた。</div>	<div class="back-main-reading">はい</div><div class="back-main-english">Ash</div><div class="back-example-sentence-1-reading">たばこのはいがおちた。</div><div class="back-example-sentence-1-english">Cigarette ash fell.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">灰色</div><div class="front-example-sentence-1">空が灰色の雲で覆われた。</div>	<div class="back-main-reading">はいいろ</div><div class="back-main-english">Gray</div><div class="back-example-sentence-1-reading">そらがはいいろのくもでおおわれた。</div><div class="back-example-sentence-1-english">The sky was covered with gray clouds.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">灰皿</div><div class="front-example-sentence-1">テーブルに灰皿を置いた。</div>	<div class="back-main-reading">はいざら</div><div class="back-main-english">Ashtray</div><div class="back-example-sentence-1-reading">テーブルにはいざらをおいた。</div><div class="back-example-sentence-1-english">I put an ashtray on the table.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">車輪</div><div class="front-example-sentence-1">自転車の車輪が壊れた。</div>	<div class="back-main-reading">しゃりん</div><div class="back-main-english">Wheel</div><div class="back-example-sentence-1-reading">じてんしゃのしゃりんがこわれた。</div><div class="back-example-sentence-1-english">The bicycle's wheel broke.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">指輪</div><div class="front-example-sentence-1">彼女に指輪をプレゼントした。</div>	<div class="back-main-reading">ゆびわ</div><div class="back-main-english">Ring</div><div class="back-example-sentence-1-reading">かのじょにゆびわをプレゼントした。</div><div class="back-example-sentence-1-english">I gave her a ring as a present.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">首輪</div><div class="front-example-sentence-1">犬に首輪をつけた。</div>	<div class="back-main-reading">くびわ</div><div class="back-main-english">Collar</div><div class="back-example-sentence-1-reading">いぬにくびわをつけた。</div><div class="back-example-sentence-1-english">I put a collar on the dog.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">今晩</div><div class="front-example-sentence-1">今晩は雨が降るそうだ。</div>	<div class="back-main-reading">こんばん</div><div class="back-main-english">Tonight</div><div class="back-example-sentence-1-reading">こんばんはあめがふるそうだ。</div><div class="back-example-sentence-1-english">It seems it will rain tonight.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">毎晩</div><div class="front-example-sentence-1">毎晩、日記を書いている。</div>	<div class="back-main-reading">まいばん</div><div class="back-main-english">Every night</div><div class="back-example-sentence-1-reading">まいばん、にっきをかいている。</div><div class="back-example-sentence-1-english">I write in my diary every night.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">晩御飯</div><div class="front-example-sentence-1">家族で晩御飯を食べた。</div>	<div class="back-main-reading">ばんごはん</div><div class="back-main-english">Dinner</div><div class="back-example-sentence-1-reading">かぞくでばんごはんをたべた。</div><div class="back-example-sentence-1-english">I had dinner with my family.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">劇</div><div class="front-example-sentence-1">学校で劇を発表した。</div>	<div class="back-main-reading">げき</div><div class="back-main-english">Drama/play</div><div class="back-example-sentence-1-reading">がっこうでげきをはっぴょうした。</div><div class="back-example-sentence-1-english">We performed a play at school.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">劇団</div><div class="front-example-sentence-1">有名な劇団の公演を見た。</div>	<div class="back-main-reading">げきだん</div><div class="back-main-english">Theatrical company</div><div class="back-example-sentence-1-reading">ゆうめいなげきだんのこうえんをみた。</div><div class="back-example-sentence-1-english">I saw a performance by a famous theater company.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">劇場</div><div class="front-example-sentence-1">劇場でミュージカルを見た。</div>	<div class="back-main-reading">げきじょう</div><div class="back-main-english">Theater</div><div class="back-example-sentence-1-reading">げきじょうでミュージカルをみた。</div><div class="back-example-sentence-1-english">I watched a musical at the theater.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">演劇</div><div class="front-example-sentence-1">大学で演劇部に入っていた。</div>	<div class="back-main-reading">えんげき</div><div class="back-main-english">Theatrical play</div><div class="back-example-sentence-1-reading">だいがくでえんげきぶにはいっていた。</div><div class="back-example-sentence-1-english">I was in the drama club at university.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">公共</div><div class="front-example-sentence-1">公共の場では静かにする。</div>	<div class="back-main-reading">こうきょう</div><div class="back-main-english">Public/communal</div><div class="back-example-sentence-1-reading">こうきょうのばではしずかにする。</div><div class="back-example-sentence-1-english">Be quiet in public places.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">公務員</div><div class="front-example-sentence-1">兄は公務員として働いている。</div>	<div class="back-main-reading">こうむいん</div><div class="back-main-english">Civil servant</div><div class="back-example-sentence-1-reading">あにはこうむいんとしてはたらいている。</div><div class="back-example-sentence-1-english">My older brother works as a civil servant.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">日本舞踊</div><div class="front-example-sentence-1">祖母は日本舞踊を習っている。</div>	<div class="back-main-reading">にほんぶよう</div><div class="back-main-english">Traditional Japanese dance</div><div class="back-example-sentence-1-reading">そぼはにほんぶようをならっている。</div><div class="back-example-sentence-1-english">My grandmother is learning traditional Japanese dance.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">踊る</div><div class="front-example-sentence-1">祭りでみんなで踊った。</div>	<div class="back-main-reading">おどる</div><div class="back-main-english">Dance</div><div class="back-example-sentence-1-reading">まつりでみんなでおどった。</div><div class="back-example-sentence-1-english">Everyone danced together at the festival.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">踊り</div><div class="front-example-sentence-1">伝統的な踊りを見た。</div>	<div class="back-main-reading">おどり</div><div class="back-main-english">A dance</div><div class="back-example-sentence-1-reading">でんとうてきなおどりをみた。</div><div class="back-example-sentence-1-english">I watched a traditional dance.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">種類</div><div class="front-example-sentence-1">この店ではたくさんの種類の花を売っている。</div>	<div class="back-main-reading">しゅるい</div><div class="back-main-english">Type/kind</div><div class="back-example-sentence-1-reading">このみせではたくさんのしゅるいのはなをうっている。</div><div class="back-example-sentence-1-english">This store sells many kinds of flowers.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">雑種</div><div class="front-example-sentence-1">飼っている犬は雑種だ。</div>	<div class="back-main-reading">ざっしゅ</div><div class="back-main-english">Hybrid</div><div class="back-example-sentence-1-reading">かっているいぬはざっしゅだ。</div><div class="back-example-sentence-1-english">The dog I keep is a mixed breed.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">人種</div><div class="front-example-sentence-1">人種にかかわらず、みんな平等だ。</div>	<div class="back-main-reading">じんしゅ</div><div class="back-main-english">Race</div><div class="back-example-sentence-1-reading">じんしゅにかかわらず、みんなびょうどうだ。</div><div class="back-example-sentence-1-english">Everyone is equal, regardless of race.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">種</div><div class="front-example-sentence-1">花の種をまいた。</div>	<div class="back-main-reading">たね</div><div class="back-main-english">Seed</div><div class="back-example-sentence-1-reading">はなのたねをまいた。</div><div class="back-example-sentence-1-english">I planted flower seeds.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">匹敵する</div><div class="front-example-sentence-1">彼の実力はプロに匹敵する。</div>	<div class="back-main-reading">ひってきする</div><div class="back-main-english">Compare with/rival</div><div class="back-example-sentence-1-reading">かれのじつりょくはプロにひってきする。</div><div class="back-example-sentence-1-english">His ability rivals that of a professional.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">渡米</div><div class="front-example-sentence-1">来月、渡米する予定だ。</div>	<div class="back-main-reading">とべい</div><div class="back-main-english">Going to America</div><div class="back-example-sentence-1-reading">らいげつ、とべいするよていだ。</div><div class="back-example-sentence-1-english">I plan to go to America next month.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">渡る</div><div class="front-example-sentence-1">橋を渡る。</div>	<div class="back-main-reading">わたる</div><div class="back-main-english">Cross over</div><div class="back-example-sentence-1-reading">はしをわたる。</div><div class="back-example-sentence-1-english">I cross the bridge.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">渡す</div><div class="front-example-sentence-1">荷物を彼に渡した。</div>	<div class="back-main-reading">わたす</div><div class="back-main-english">Hand over</div><div class="back-example-sentence-1-reading">にもつをかれにわたした。</div><div class="back-example-sentence-1-english">I handed the package to him.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">乗馬</div><div class="front-example-sentence-1">週末に乗馬を体験した。</div>	<div class="back-main-reading">じょうば</div><div class="back-main-english">Horse riding</div><div class="back-example-sentence-1-reading">しゅうまつにじょうばをたいけんした。</div><div class="back-example-sentence-1-english">I experienced horse riding on the weekend.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">馬</div><div class="front-example-sentence-1">牧場で馬を見た。</div>	<div class="back-main-reading">うま</div><div class="back-main-english">Horse</div><div class="back-example-sentence-1-reading">ぼくじょうでうまをみた。</div><div class="back-example-sentence-1-english">I saw horses at the ranch.</div>	kanji::w7 kanji::w7d2 jlpt::n2
<div class="front-main">貝</div><div class="front-example-sentence-1">海辺で貝を拾った。</div>	<div class="back-main-reading">かい</div><div class="back-main-english">Shell/shellfish</div><div class="back-example-sentence-1-reading">うみべでかいをひろった。</div><div class="back-example-sentence-1-english">I picked up shells at the beach.</div>	kanji::w7 kanji::w7d3 jlpt::n2
